
1	 GBFS	h1	11	389 	4.700998544692993 
1	 GBFS	h1	11	389 	4.664998292922974 
1	 GBFS	h2	13	679 	13.555998802185059 
1	 GBFS	h3	11	389 	5.365997791290283 
1	 GBFS	h4	10	1073 	31.67542815208435 
2	 GBFS	h1	5	25 	0.04599928855895996 
2	 GBFS	h2	5	24 	0.04200005531311035 
2	 GBFS	h3	5	25 	0.04499983787536621 
2	 GBFS	h4	5	25 	0.04399895668029785 
3	 GBFS	h1	5	14 	0.01800084114074707 
3	 GBFS	h2	5	16 	0.022001028060913086 
3	 GBFS	h3	5	14 	0.019000530242919922 
3	 GBFS	h4	5	14 	0.017998695373535156 
4	 GBFS	h1	11	1049 	25.04100012779236 
4	 GBFS	h2	8	1049 	23.188997983932495 
4	 GBFS	h3	11	1049 	25.149999380111694 
4	 GBFS	h4	18	1049 	23.550997495651245 
5	 GBFS	h1	26	353 	2.5449976921081543 
5	 GBFS	h2	26	353 	2.560169219970703 
5	 GBFS	h3	26	353 	2.5549981594085693 
5	 GBFS	h4	34	353 	2.6819992065429688 
6	 GBFS	h1	46	562 	6.334026575088501 
6	 GBFS	h2	41	684 	7.653005123138428 
6	 GBFS	h3	46	562 	6.317998647689819 
6	 GBFS	h4	38	718 	8.708195447921753 
7	 GBFS	h1	11	1049 	25.194609880447388 
7	 GBFS	h2	8	1049 	23.345119953155518 
7	 GBFS	h3	11	1049 	25.130998373031616 
7	 GBFS	h4	18	1049 	23.512999773025513 
8	 GBFS	h1	5	25 	0.045001983642578125 
8	 GBFS	h2	5	24 	0.04200291633605957 
8	 GBFS	h3	5	25 	0.046000003814697266 
8	 GBFS	h4	5	25 	0.04500007629394531 
9	 GBFS	h1	5	14 	0.018000125885009766 
9	 GBFS	h2	5	16 	0.022000551223754883 
9	 GBFS	h3	5	14 	0.019000768661499023 
9	 GBFS	h4	5	14 	0.018000364303588867 
10	 GBFS	h1	7	28 	0.05300092697143555 
10	 GBFS	h2	7	36 	0.07300019264221191 
10	 GBFS	h3	7	28 	0.061000823974609375 
10	 GBFS	h4	7	36 	0.07199978828430176 
11	 GBFS	h1	5	16 	0.025996923446655273 
11	 GBFS	h2	5	18 	0.029000043869018555 
11	 GBFS	h3	5	16 	0.026000261306762695 
11	 GBFS	h4	5	16 	0.024999618530273438 
12	 GBFS	h1	7	27 	0.03500008583068848 
12	 GBFS	h2	7	29 	0.03900027275085449 
12	 GBFS	h3	7	27 	0.037000417709350586 
12	 GBFS	h4	7	27 	0.034999847412109375 
13	 GBFS	h1	4	30 	0.06699991226196289 
13	 GBFS	h2	4	29 	0.06400012969970703 
13	 GBFS	h3	4	30 	0.06599998474121094 
13	 GBFS	h4	4	30 	0.06600046157836914 
14	 GBFS	h1	6	43 	0.09900045394897461 
14	 GBFS	h2	6	53 	0.12800025939941406 
14	 GBFS	h3	6	43 	0.0989997386932373 
14	 GBFS	h4	6	53 	0.1269996166229248 
15	 GBFS	h1	13	57 	0.12499761581420898 
15	 GBFS	h2	15	69 	0.16599678993225098 
15	 GBFS	h3	13	57 	0.12600111961364746 
15	 GBFS	h4	15	64 	0.1419999599456787 
16	 GBFS	h1	5	28 	0.06499958038330078 
16	 GBFS	h2	5	67 	0.21300005912780762 
16	 GBFS	h3	5	28 	0.06499981880187988 
16	 GBFS	h4	5	72 	0.22800016403198242 
17	 GBFS	h1	10	111 	0.4199972152709961 
17	 GBFS	h2	9	121 	0.47299861907958984 
17	 GBFS	h3	10	111 	0.4199995994567871 
17	 GBFS	h4	10	106 	0.4119987487792969 
18	 GBFS	h1	8	78 	0.2589998245239258 
18	 GBFS	h2	8	89 	0.31599926948547363 
18	 GBFS	h3	8	78 	0.25999999046325684 
18	 GBFS	h4	7	68 	0.2409977912902832 
19	 GBFS	h1	7	67 	0.23600029945373535 
19	 GBFS	h2	7	77 	0.2980010509490967 
19	 GBFS	h3	7	67 	0.23200035095214844 
19	 GBFS	h4	7	82 	0.35899877548217773 
20	 GBFS	h1	8	99 	0.40799927711486816 
20	 GBFS	h2	8	145 	0.7389986515045166 
20	 GBFS	h3	8	99 	0.4099998474121094 
20	 GBFS	h4	9	130 	0.6469974517822266 
21	 GBFS	h1	4	13 	0.016998291015625 
21	 GBFS	h2	4	15 	0.023999452590942383 
21	 GBFS	h3	4	13 	0.01799941062927246 
21	 GBFS	h4	4	13 	0.01700115203857422 
22	 GBFS	h1	5	39 	0.11400008201599121 
22	 GBFS	h2	5	106 	0.4810001850128174 
22	 GBFS	h3	5	39 	0.11400032043457031 
22	 GBFS	h4	6	124 	0.6330008506774902 
23	 GBFS	h1	11	30 	0.07999801635742188 
23	 GBFS	h2	9	54 	0.18600034713745117 
23	 GBFS	h3	11	30 	0.08600163459777832 
23	 GBFS	h4	8	149 	1.0659983158111572 
24	 GBFS	h1	8	56 	0.21171259880065918 
24	 GBFS	h2	8	101 	0.46607422828674316 
24	 GBFS	h3	8	56 	0.20859026908874512 
24	 GBFS	h4	8	151 	0.9841263294219971 
25	 GBFS	h1	8	87 	0.3129994869232178 
25	 GBFS	h2	8	95 	0.3410003185272217 
25	 GBFS	h3	8	87 	0.31299924850463867 
25	 GBFS	h4	9	75 	0.2330012321472168 
26	 GBFS	h1	9	251 	1.767998218536377 
26	 GBFS	h2	9	242 	1.648024559020996 
26	 GBFS	h3	9	251 	1.751997709274292 
26	 GBFS	h4	10	272 	1.9659976959228516 
27	 GBFS	h1	11	96 	0.3549997806549072 
27	 GBFS	h2	11	103 	0.38500142097473145 
27	 GBFS	h3	11	96 	0.3529996871948242 
27	 GBFS	h4	10	206 	1.4769964218139648 
28	 GBFS	h1	10	32 	0.055999755859375 
28	 GBFS	h2	10	31 	0.0560002326965332 
28	 GBFS	h3	10	32 	0.0559995174407959 
28	 GBFS	h4	11	32 	0.054997920989990234 
29	 GBFS	h1	11	129 	0.7269985675811768 
29	 GBFS	h2	8	276 	2.0330002307891846 
29	 GBFS	h3	11	129 	0.7189974784851074 
29	 GBFS	h4	11	287 	2.317997694015503 
30	 GBFS	h1	6	25 	0.048000335693359375 
30	 GBFS	h2	6	33 	0.08300042152404785 
30	 GBFS	h3	6	25 	0.04800057411193848 
30	 GBFS	h4	9	66 	0.30100321769714355 
31	 GBFS	h1	9	56 	0.1550002098083496 
31	 GBFS	h2	9	115 	0.4510016441345215 
31	 GBFS	h3	9	56 	0.14599967002868652 
31	 GBFS	h4	7	114 	0.42599940299987793 
32	 GBFS	h1	9	36 	0.07300019264221191 
32	 GBFS	h2	9	42 	0.09300041198730469 
32	 GBFS	h3	9	36 	0.07600069046020508 
32	 GBFS	h4	9	44 	0.0950005054473877 
33	 GBFS	h1	6	161 	1.1129992008209229 
33	 GBFS	h2	6	672 	11.086000442504883 
33	 GBFS	h3	6	161 	1.111999750137329 
33	 GBFS	h4	6	573 	9.322999954223633 
34	 GBFS	h1	2	6 	0.00700068473815918 
34	 GBFS	h2	2	8 	0.012000322341918945 
34	 GBFS	h3	2	6 	0.007999658584594727 
34	 GBFS	h4	2	9 	0.015000104904174805 
35	 GBFS	h1	14	552 	11.535003900527954 
35	 GBFS	h2	17	1080 	25.68699812889099 
35	 GBFS	h3	14	552 	11.47800087928772 
35	 GBFS	h4	15	1525 	72.86724352836609 
36	 GBFS	h1	11	542 	10.666000127792358 
36	 GBFS	h2	14	822 	16.72899889945984 
36	 GBFS	h3	11	542 	10.661248922348022 
36	 GBFS	h4	11	1213 	53.25799822807312 
37	 GBFS	h1	11	257 	3.8629958629608154 
37	 GBFS	h2	14	651 	11.252999305725098 
37	 GBFS	h3	11	257 	3.871000051498413 
37	 GBFS	h4	11	1056 	42.26289916038513 
38	 GBFS	h1	12	410 	7.744999647140503 
38	 GBFS	h2	15	1077 	24.691230297088623 
38	 GBFS	h3	12	410 	7.726996183395386 
38	 GBFS	h4	13	1517 	67.98099565505981 
39	 GBFS	h1	14	271 	2.821995258331299 
39	 GBFS	h2	17	429 	4.473994970321655 
39	 GBFS	h3	14	271 	2.827000379562378 
39	 GBFS	h4	15	668 	14.727293014526367 
40	 GBFS	h1	15	271 	2.825000286102295 
40	 GBFS	h2	18	399 	3.7479987144470215 
40	 GBFS	h3	15	271 	2.813999652862549 
40	 GBFS	h4	16	750 	18.97199535369873 
41	 GBFS	h1	7	85 	0.37599897384643555 
41	 GBFS	h2	7	142 	0.7870004177093506 
41	 GBFS	h3	7	85 	0.37199926376342773 
41	 GBFS	h4	7	204 	1.5059986114501953 
42	 GBFS	h1	6	134 	1.161998987197876 
